year,             lab,       cruise_id,         vessel,     lat,      lon,date_local,month,DayI,time_start,time_end,days_elapsed,day_length,day_length_change_per_month,depth_mixlayr,Cmax_Depth,PRCP,PrecipCat,AirTempMax,AirTempMin,Sverdrup_trans,Upwelling,vert_vol_Eckman,WindGust,DomWavePd,WaveHeight,AvgWavePd,SSHD_Sat,AvgWind,   MEI,Chl_A_Sat,ChlA_Sat8,Prim_Prod,Prim_Prod8,    CDOM,    PAR,     POC,depth,depth_n,  temp,temp_CTD,   sal,sal_CTD, cond,sigma_theta, NO2,NO3_NO2, PO4,Pstar_P_N,   SiO3, O2Wink,OxygenCS,OxygenCTD,OxygenCurrent,OxygenSaturation,OxygenTemperature,O2Combined
2000,lab_Fuhrman_2014,MO_SPOT_Aug_2000,   RV_Point_Sur,   33.55,   -118.4,2000-08-17,    8,  17,      0700,    1700,           0,  13.34865,                   -0.76629,           nd,        45,   0,        0,       300,       200,             4,      104,             13,      36,   14.786,     1.212,    7.048,      nd,     18,-0.146,   0.1860,   0.1729, 1380.670,   928.128,1.849049,56.9368, 53.2826,   nd,      5,    nd,      nd,    nd,     nd,   nd,         nd,0.07,   0.09,0.33,   0.3194,     nd,     nd,      nd,       nd,           nd,              nd,               nd,        nd
2000,lab_Fuhrman_2014,MO_SPOT_Aug_2000,   RV_Point_Sur,   33.55,   -118.4,2000-08-17,    8,  17,      0700,    1700,           0,  13.34865,                   -0.76629,           nd,        45,   0,        0,       300,       200,             4,      104,             13,      36,   14.786,     1.212,    7.048,      nd,     18,-0.146,   0.1860,   0.1729, 1380.670,   928.128,1.849049,56.9368, 53.2826,   nd,   CMAX,    nd,      nd,    nd,     nd,   nd,         nd,0.06,     nd,0.43,       nd,     nd,     nd,      nd,       nd,           nd,              nd,               nd,        nd
2000,lab_Fuhrman_2014,MO_SPOT_Aug_2000,   RV_Point_Sur,   33.55,   -118.4,2000-08-17,    8,  17,      0700,    1700,           0,  13.34865,                   -0.76629,           nd,        45,   0,        0,       300,       200,             4,      104,             13,      36,   14.786,     1.212,    7.048,      nd,     18,-0.146,   0.1860,   0.1729, 1380.670,   928.128,1.849049,56.9368, 53.2826,   nd,    150,    nd,      nd,    nd,     nd,   nd,         nd,0.07,  21.98,2.28,   0.9031,     nd,     nd,      nd,       nd,           nd,              nd,               nd,        nd
2000,lab_Fuhrman_2014,MO_SPOT_Aug_2000,   RV_Point_Sur,   33.55,   -118.4,2000-08-17,    8,  17,      0700,    1700,           0,  13.34865,                   -0.76629,           nd,        45,   0,        0,       300,       200,             4,      104,             13,      36,   14.786,     1.212,    7.048,      nd,     18,-0.146,   0.1860,   0.1729, 1380.670,   928.128,1.849049,56.9368, 53.2826,   nd,    500,    nd,      nd,    nd,     nd,   nd,         nd,0.10,  34.97,3.77,   1.5844,     nd,     nd,      nd,       nd,           nd,              nd,               nd,        nd
2000,lab_Fuhrman_2014,MO_SPOT_Sep_2000,   RV_Sea_Watch,   33.55,   -118.4,2000-09-18,    9,  18,      0700,    1700,          32,  12.29343,                   -0.99366,           12,        40,   0,        0,       317,       222,            17,       32,             37,      54,   14.290,     0.932,    7.629,      nd,     24,-0.249,   0.2304,   0.2052, 1495.330,  1147.060,2.379496,45.5897, 63.9168,    5,      5,21.250,  21.202,33.713, 33.707,4.753,   1023.478,0.07,   0.22,0.27,   0.2563,  1.255,  5.320, 219.282,    4.782,        0.680,           5.091,           15.977,   237.597
2000,lab_Fuhrman_2014,MO_SPOT_Sep_2000,   RV_Sea_Watch,   33.55,   -118.4,2000-09-18,    9,  18,      0700,    1700,          32,  12.29343,                   -0.99366,           12,        40,   0,        0,       317,       222,            17,       32,             37,      54,   14.290,     0.932,    7.629,      nd,     24,-0.249,   0.2304,   0.2052, 1495.330,  1147.060,2.379496,45.5897, 63.9168,   40,   CMAX,12.900,  13.682,33.506, 33.487,4.003,   1025.264,0.19,   3.35,0.69,   0.4806,  4.160,  5.864, 239.287,    6.121,        0.630,           5.897,           12.097,   261.892
2000,lab_Fuhrman_2014,MO_SPOT_Sep_2000,   RV_Sea_Watch,   33.55,   -118.4,2000-09-18,    9,  18,      0700,    1700,          32,  12.29343,                   -0.99366,           12,        40,   0,        0,       317,       222,            17,       32,             37,      54,   14.290,     0.932,    7.629,      nd,     24,-0.249,   0.2304,   0.2052, 1495.330,  1147.060,2.379496,45.5897, 63.9168,  150,    150, 9.800,   9.772,33.984, 34.037,3.700,   1026.920,0.08,  23.65,2.41,   0.9272, 26.055,  2.609, 106.300,    2.188,        0.187,           6.389,            8.873,   116.521
2000,lab_Fuhrman_2014,MO_SPOT_Oct_2000,   RV_Sea_Watch,   33.55,   -118.4,2000-10-09,   10,   9,      0700,    1700,          53,  11.57216,                   -1.02863,           19,        31,   0,        1,       189,       133,            77,       98,            163,      67,   14.911,     0.716,    6.381,      nd,     23,-0.382,   0.2238,   0.2272, 1388.790,  1900.580,3.087962,37.5720, 67.0839,    5,      5,19.850,  19.797,33.701, 33.695,4.612,   1023.843,0.02,   0.15,0.23,   0.2204,  0.305,  5.577, 227.390,    4.856,        0.678,           5.225,           17.364,   249.074
2000,lab_Fuhrman_2014,MO_SPOT_Oct_2000,   RV_Sea_Watch,   33.55,   -118.4,2000-10-09,   10,   9,      0700,    1700,          53,  11.57216,                   -1.02863,           19,        31,   0,        1,       189,       133,            77,       98,            163,      67,   14.911,     0.716,    6.381,      nd,     23,-0.382,   0.2238,   0.2272, 1388.790,  1900.580,3.087962,37.5720, 67.0839, 28.6,   CMAX,14.472,  15.128,33.490, 33.485,4.139,   1024.905,0.05,   1.15,0.45,   0.3830,  1.794,  6.003, 246.401,    5.539,        0.613,           5.726,           13.371,   268.113
2000,lab_Fuhrman_2014,MO_SPOT_Oct_2000,   RV_Sea_Watch,   33.55,   -118.4,2000-10-09,   10,   9,      0700,    1700,          53,  11.57216,                   -1.02863,           19,        31,   0,        1,       189,       133,            77,       98,            163,      67,   14.911,     0.716,    6.381,      nd,     23,-0.382,   0.2238,   0.2272, 1388.790,  1900.580,3.087962,37.5720, 67.0839,  150,    150, 9.100,   9.924,34.164, 33.944,3.705,   1026.825,0.09,  21.92,2.80,   1.4253, 33.635,  2.807,  71.953,    2.453,        0.212,           6.371,            9.487,   125.363
2000,lab_Fuhrman_2014,MO_SPOT_Oct_2000,   RV_Sea_Watch,   33.55,   -118.4,2000-10-09,   10,   9,      0700,    1700,          53,  11.57216,                   -1.02863,           19,        31,   0,        1,       189,       133,            77,       98,            163,      67,   14.911,     0.716,    6.381,      nd,     23,-0.382,   0.2238,   0.2272, 1388.790,  1900.580,3.087962,37.5720, 67.0839,  500,    500, 6.700,   6.686,34.325, 34.321,3.461,   1029.226,0.01,  35.94,3.90,   1.6535, 70.880,  0.363,  14.790,    0.229,        0.023,           6.841,            7.284,    16.212
2000,lab_Fuhrman_2014,MO_SPOT_Dec_2000,   RV_Sea_Watch,   33.55,   -118.4,2000-12-08,   12,   8,      0700,    1700,         113,   9.99805,                   -0.62084,           36,        40,   0,        1,       122,       106,           -63,       28,           -126,      63,   15.901,     1.030,    5.857,      nd,     37,-0.581,   0.4598,   0.5963,  825.533,   836.875,1.625979,23.1581, 82.7847,    5,      5,15.600,  15.669,33.547, 33.549,4.196,   1024.730,0.09,   0.26,0.38,   0.3638,  4.140,  5.866, 239.022,    4.966,        0.574,           5.662,           14.275,   261.981
2000,lab_Fuhrman_2014,MO_SPOT_Dec_2000,   RV_Sea_Watch,   33.55,   -118.4,2000-12-08,   12,   8,      0700,    1700,         113,   9.99805,                   -0.62084,           36,        40,   0,        1,       122,       106,           -63,       28,           -126,      63,   15.901,     1.030,    5.857,      nd,     37,-0.581,   0.4598,   0.5963,  825.533,   836.875,1.625979,23.1581, 82.7847,   40,   CMAX,14.800,  14.538,33.523, 33.508,4.086,   1025.101,0.04,   0.36,0.42,   0.3975,  2.130,  5.905, 240.652,    4.981,        0.524,           5.794,           11.799,   263.723
2000,lab_Fuhrman_2014,MO_SPOT_Dec_2000,   RV_Sea_Watch,   33.55,   -118.4,2000-12-08,   12,   8,      0700,    1700,         113,   9.99805,                   -0.62084,           36,        40,   0,        1,       122,       106,           -63,       28,           -126,      63,   15.901,     1.030,    5.857,      nd,     37,-0.581,   0.4598,   0.5963,  825.533,   836.875,1.625979,23.1581, 82.7847,  150,    150, 9.850,   9.666,33.905, 33.940,3.681,   1026.867,0.07,  20.93,2.29,   0.9769, 25.295,  3.040, 123.922,    2.413,        0.205,           6.408,            8.905,   135.769
2000,lab_Fuhrman_2014,MO_SPOT_Dec_2000,   RV_Sea_Watch,   33.55,   -118.4,2000-12-08,   12,   8,      0700,    1700,         113,   9.99805,                   -0.62084,           36,        40,   0,        1,       122,       106,           -63,       28,           -126,      63,   15.901,     1.030,    5.857,      nd,     37,-0.581,   0.4598,   0.5963,  825.533,   836.875,1.625979,23.1581, 82.7847,  500,    500, 6.500,   6.490,34.320, 34.315,3.443,   1029.258,0.01,  36.00,4.49,   2.2399, 72.790,  0.353,  14.382,    0.211,        0.022,           6.873,            7.182,    15.765
2001,lab_Fuhrman_2014,MO_SPOT_Jan_2001,   RV_Sea_Watch,   33.55,   -118.4,2001-01-16,    1,  16,      0700,    1700,         152,  10.17166,                    0.24090,           28,        31,   0,        0,       100,        56,           476,       96,           1006,      80,   11.359,     1.887,    5.853,      nd,     38, -0.54,   0.4270,   0.4160,       nd,   970.272, 3.10437,26.3192,127.1396,    5,      5,14.500,  14.532,33.524, 33.517,4.085,   1024.951,0.06,   0.14,0.45,   0.4413,  2.780,  5.895, 240.143,    4.771,        0.523,           5.794,           13.502,   263.277
2001,lab_Fuhrman_2014,MO_SPOT_Jan_2001,   RV_Sea_Watch,   33.55,   -118.4,2001-01-16,    1,  16,      0700,    1700,         152,  10.17166,                    0.24090,           28,        31,   0,        0,       100,        56,           476,       96,           1006,      80,   11.359,     1.887,    5.853,      nd,     38, -0.54,   0.4270,   0.4160,       nd,   970.272, 3.10437,26.3192,127.1396, 26.7,   CMAX,14.165,  14.057,33.512, 33.500,4.039,   1025.136,0.03,   0.70,0.51,   0.4629,  2.479,  5.754, 237.209,    4.668,        0.490,           5.851,           12.222,   256.997
2001,lab_Fuhrman_2014,MO_SPOT_Jan_2001,   RV_Sea_Watch,   33.55,   -118.4,2001-01-16,    1,  16,      0700,    1700,         152,  10.17166,                    0.24090,           28,        31,   0,        0,       100,        56,           476,       96,           1006,      80,   11.359,     1.887,    5.853,      nd,     38, -0.54,   0.4270,   0.4160,       nd,   970.272, 3.10437,26.3192,127.1396,  150,    150,10.150,      nd,34.010,     nd,   nd,         nd,0.08,  22.00,2.88,   1.5003, 27.390,  2.287,  93.181,       nd,           nd,              nd,               nd,   102.140
2001,lab_Fuhrman_2014,MO_SPOT_Jan_2001,   RV_Sea_Watch,   33.55,   -118.4,2001-01-16,    1,  16,      0700,    1700,         152,  10.17166,                    0.24090,           28,        31,   0,        0,       100,        56,           476,       96,           1006,      80,   11.359,     1.887,    5.853,      nd,     38, -0.54,   0.4270,   0.4160,       nd,   970.272, 3.10437,26.3192,127.1396,  500,    500, 6.600,   6.466,34.295, 34.309,3.440,   1029.259,0.01,  34.33,4.65,   2.5044, 70.340,  0.445,  18.131,    0.205,        0.021,           6.877,            7.154,    19.874
2001,lab_Fuhrman_2014,MO_SPOT_Feb_2001,   RV_Sea_Watch,   33.55,   -118.4,2001-02-05,    2,   5,      0700,    1700,         172,  10.66351,                    0.64971,           46,      32.2,   0,        0,       256,       183,            62,       10,            128,      36,   12.774,     0.995,    8.522,      nd,     10,-0.699,   0.8220,   0.6238, 1344.390,  1458.760,3.700665,27.8645,178.3181,    5,      5,13.700,  13.653,33.530, 33.530,4.003,   1025.145,0.07,   0.10,0.35,   0.3438,  1.460,  6.199, 253.914,    5.438,        0.575,           5.899,           13.168,   276.854
2001,lab_Fuhrman_2014,MO_SPOT_Feb_2001,   RV_Sea_Watch,   33.55,   -118.4,2001-02-05,    2,   5,      0700,    1700,         172,  10.66351,                    0.64971,           46,      32.2,   0,        0,       256,       183,            62,       10,            128,      36,   12.774,     0.995,    8.522,      nd,     10,-0.699,   0.8220,   0.6238, 1344.390,  1458.760,3.700665,27.8645,178.3181, 32.2,   CMAX,13.156,  13.245,33.524, 33.524,3.966,   1025.345,0.09,   1.09,0.48,   0.4094,  1.460,  6.002, 244.528,    5.193,        0.533,           5.950,           12.442,   268.039
2001,lab_Fuhrman_2014,MO_SPOT_Feb_2001,   RV_Sea_Watch,   33.55,   -118.4,2001-02-05,    2,   5,      0700,    1700,         172,  10.66351,                    0.64971,           46,      32.2,   0,        0,       256,       183,            62,       10,            128,      36,   12.774,     0.995,    8.522,      nd,     10,-0.699,   0.8220,   0.6238, 1344.390,  1458.760,3.700665,27.8645,178.3181,  150,    150, 9.700,   9.743,33.934, 34.038,3.698,   1026.919,0.09,  21.90,2.41,   1.0363, 28.315,  2.657, 108.256,    1.938,        0.166,           6.393,            8.836,   118.664
2001,lab_Fuhrman_2014,MO_SPOT_Feb_2001,   RV_Sea_Watch,   33.55,   -118.4,2001-02-05,    2,   5,      0700,    1700,         172,  10.66351,                    0.64971,           46,      32.2,   0,        0,       256,       183,            62,       10,            128,      36,   12.774,     0.995,    8.522,      nd,     10,-0.699,   0.8220,   0.6238, 1344.390,  1458.760,3.700665,27.8645,178.3181,  500,    500, 6.500,      nd,34.310,     nd,   nd,         nd,0.02,  35.35,4.12,   1.9106, 77.240,  0.359,  14.627,       nd,           nd,              nd,               nd,    16.033
2001,lab_Fuhrman_2014,MO_SPOT_Mar_2001,   RV_Sea_Watch,   33.55,   -118.4,2001-03-19,    3,  19,      0700,    1700,         214,  12.05613,                    1.02342,           nd,      30.5,   0,        0,       267,       183,            14,        8,             30,      58,   15.785,     0.955,    8.307,      nd,     33,-0.591,   0.5326,   0.3517, 1012.730,  1089.050,4.560156,37.2580, 91.3251,    5,      5,14.600,      nd,33.483,     nd,   nd,         nd,0.01,   0.05,0.38,   0.3769,  2.275,  5.974, 243.443,       nd,           nd,              nd,               nd,   266.805
2001,lab_Fuhrman_2014,MO_SPOT_Mar_2001,   RV_Sea_Watch,   33.55,   -118.4,2001-03-19,    3,  19,      0700,    1700,         214,  12.05613,                    1.02342,           nd,      30.5,   0,        0,       267,       183,            14,        8,             30,      58,   15.785,     0.955,    8.307,      nd,     33,-0.591,   0.5326,   0.3517, 1012.730,  1089.050,4.560156,37.2580, 91.3251, 30.5,   CMAX,13.700,      nd,33.468,     nd,   nd,         nd,0.03,   0.34,0.42,   0.3988,  3.210,  5.935, 243.076,       nd,           nd,              nd,               nd,   265.072
2001,lab_Fuhrman_2014,MO_SPOT_Mar_2001,   RV_Sea_Watch,   33.55,   -118.4,2001-03-19,    3,  19,      0700,    1700,         214,  12.05613,                    1.02342,           nd,      30.5,   0,        0,       267,       183,            14,        8,             30,      58,   15.785,     0.955,    8.307,      nd,     33,-0.591,   0.5326,   0.3517, 1012.730,  1089.050,4.560156,37.2580, 91.3251,  150,    150, 9.700,      nd,34.036,     nd,   nd,         nd,0.07,  23.26,2.62,   1.1666, 29.670,  2.201,  89.656,       nd,           nd,              nd,               nd,    98.277
2001,lab_Fuhrman_2014,MO_SPOT_Mar_2001,   RV_Sea_Watch,   33.55,   -118.4,2001-03-19,    3,  19,      0700,    1700,         214,  12.05613,                    1.02342,           nd,      30.5,   0,        0,       267,       183,            14,        8,             30,      58,   15.785,     0.955,    8.307,      nd,     33,-0.591,   0.5326,   0.3517, 1012.730,  1089.050,4.560156,37.2580, 91.3251,  500,    500, 6.300,      nd,34.299,     nd,   nd,         nd,0.01,  34.95,4.08,   1.8956, 75.710,  0.397,  16.175,       nd,           nd,              nd,               nd,    17.730
2001,lab_Fuhrman_2014,MO_SPOT_Apr_2001,   RV_Sea_Watch,   33.55,   -118.4,2001-04-02,    4,   2,      0700,    1700,         228,  12.54337,                    1.04303,           14,      14.1,   0,        1,       133,        78,          -276,      332,           -524,      72,   15.938,     1.345,    6.952,      nd,     42,-0.149,   1.5129,   0.8212, 2970.120,        nd,2.322933,39.0614, 90.6666,    5,      5,14.900,  14.893,33.426, 33.413,4.107,   1024.798,0.02,   0.06,0.12,   0.1163,  0.710,  6.932, 281.375,    4.737,        0.532,           5.756,           14.073,   309.590
2001,lab_Fuhrman_2014,MO_SPOT_Apr_2001,   RV_Sea_Watch,   33.55,   -118.4,2001-04-02,    4,   2,      0700,    1700,         228,  12.54337,                    1.04303,           14,      14.1,   0,        1,       133,        78,          -276,      332,           -524,      72,   15.938,     1.345,    6.952,      nd,     42,-0.149,   1.5129,   0.8212, 2970.120,        nd,2.322933,39.0614, 90.6666, 14.1,   CMAX,14.260,  13.769,33.444, 33.462,4.007,   1025.107,0.05,   0.89,0.31,   0.2505,  2.078,  6.459, 263.595,    4.256,        0.445,           5.888,           12.360,   288.481
2001,lab_Fuhrman_2014,MO_SPOT_Apr_2001,   RV_Sea_Watch,   33.55,   -118.4,2001-04-02,    4,   2,      0700,    1700,         228,  12.54337,                    1.04303,           14,      14.1,   0,        1,       133,        78,          -276,      332,           -524,      72,   15.938,     1.345,    6.952,      nd,     42,-0.149,   1.5129,   0.8212, 2970.120,        nd,2.322933,39.0614, 90.6666,  150,    150, 9.300,   9.393,34.114, 34.095,3.671,   1027.035,0.08,  28.15,2.93,   1.1659, 35.080,  2.010,  85.439,    1.527,        0.131,           6.441,            8.654,    89.746
2001,lab_Fuhrman_2014,MO_SPOT_Apr_2001,   RV_Sea_Watch,   33.55,   -118.4,2001-04-02,    4,   2,      0700,    1700,         228,  12.54337,                    1.04303,           14,      14.1,   0,        1,       133,        78,          -276,      332,           -524,      72,   15.938,     1.345,    6.952,      nd,     42,-0.149,   1.5129,   0.8212, 2970.120,        nd,2.322933,39.0614, 90.6666,  500,    500, 6.500,   6.355,34.292, 34.297,3.429,   1029.263,0.01,  38.89,4.27,   1.8394, 73.470,  0.462,  18.824,    0.196,        0.020,           6.895,            6.872,    20.633
2001,lab_Fuhrman_2014,MO_SPOT_May_2001,   RV_Sea_Watch,   33.55,   -118.4,2001-05-09,    5,   9,      0700,    1700,         265,  13.71677,                    0.93401,           14,        27,   0,        0,       283,       172,            -5,       86,             -5,      36,   10.677,     0.713,    5.380,      nd,     12, 0.151,   0.2808,   0.1853, 1120.770,        nd,      nd,43.9891,      nd,    5,      5,16.100,  16.056,33.649, 33.630,4.242,   1024.704,0.03,   0.09,0.43,   0.4244,  0.505,     nd, 135.456,    4.633,        0.530,           5.616,           13.315,   229.216
2001,lab_Fuhrman_2014,MO_SPOT_May_2001,   RV_Sea_Watch,   33.55,   -118.4,2001-05-09,    5,   9,      0700,    1700,         265,  13.71677,                    0.93401,           14,        27,   0,        0,       283,       172,            -5,       86,             -5,      36,   10.677,     0.713,    5.380,      nd,     12, 0.151,   0.2808,   0.1853, 1120.770,        nd,      nd,43.9891,      nd,   27,   CMAX,13.310,  12.834,34.147, 33.651,3.940,   1025.501,0.18,   4.22,0.79,   0.5244,  3.576,     nd, 152.018,    4.590,        0.457,           5.996,           11.811,   227.122
2001,lab_Fuhrman_2014,MO_SPOT_May_2001,   RV_Sea_Watch,   33.55,   -118.4,2001-05-09,    5,   9,      0700,    1700,         265,  13.71677,                    0.93401,           14,        27,   0,        0,       283,       172,            -5,       86,             -5,      36,   10.677,     0.713,    5.380,      nd,     12, 0.151,   0.2808,   0.1853, 1120.770,        nd,      nd,43.9891,      nd,  150,    150, 9.333,   8.961,34.029, 34.069,3.629,   1027.081,0.09,  25.42,2.64,   1.0545, 30.803,     nd,  75.871,    1.835,        0.152,           6.504,            8.297,    94.670
2001,lab_Fuhrman_2014,MO_SPOT_May_2001,   RV_Sea_Watch,   33.55,   -118.4,2001-05-09,    5,   9,      0700,    1700,         265,  13.71677,                    0.93401,           14,        27,   0,        0,       283,       172,            -5,       86,             -5,      36,   10.677,     0.713,    5.380,      nd,     12, 0.151,   0.2808,   0.1853, 1120.770,        nd,      nd,43.9891,      nd,  500,    500, 6.500,   6.224,34.313, 34.308,3.418,   1029.292,0.04,  38.26,4.33,   1.9388, 55.260,     nd,  12.338,    0.175,        0.019,           6.916,            7.026,    16.490
2001,lab_Fuhrman_2014,MO_SPOT_Jun_2001,   RV_Point_Sur,   33.55,   -118.4,2001-06-23,    6,  23,      0700,    1700,         310,  14.38083,                    0.30665,           nd,        nd,   0,        0,       278,       183,          -102,      182,           -200,      58,   15.405,     1.012,    6.007, -0.0229,     25,-0.082,   0.2049,   0.1511,  903.097,   829.191,2.286195,61.8075, 52.9710,   nd,      5,    nd,      nd,    nd,     nd,   nd,         nd,  nd,     nd,  nd,       nd,     nd,     nd,      nd,       nd,           nd,              nd,               nd,        nd
2001,lab_Fuhrman_2014,MO_SPOT_Jun_2001,   RV_Point_Sur,   33.55,   -118.4,2001-06-23,    6,  23,      0700,    1700,         310,  14.38083,                    0.30665,           nd,        nd,   0,        0,       278,       183,          -102,      182,           -200,      58,   15.405,     1.012,    6.007, -0.0229,     25,-0.082,   0.2049,   0.1511,  903.097,   829.191,2.286195,61.8075, 52.9710,   nd,   CMAX,    nd,      nd,    nd,     nd,   nd,         nd,0.11,     nd,1.07,       nd,     nd,     nd,      nd,       nd,           nd,              nd,               nd,        nd
2001,lab_Fuhrman_2014,MO_SPOT_Jun_2001,   RV_Point_Sur,   33.55,   -118.4,2001-06-23,    6,  23,      0700,    1700,         310,  14.38083,                    0.30665,           nd,        nd,   0,        0,       278,       183,          -102,      182,           -200,      58,   15.405,     1.012,    6.007, -0.0229,     25,-0.082,   0.2049,   0.1511,  903.097,   829.191,2.286195,61.8075, 52.9710,   nd,    150,    nd,      nd,    nd,     nd,   nd,         nd,  nd,     nd,  nd,       nd,     nd,     nd,      nd,       nd,           nd,              nd,               nd,        nd
2001,lab_Fuhrman_2014,MO_SPOT_Jun_2001,   RV_Point_Sur,   33.55,   -118.4,2001-06-23,    6,  23,      0700,    1700,         310,  14.38083,                    0.30665,           nd,        nd,   0,        0,       278,       183,          -102,      182,           -200,      58,   15.405,     1.012,    6.007, -0.0229,     25,-0.082,   0.2049,   0.1511,  903.097,   829.191,2.286195,61.8075, 52.9710,   nd,    500,    nd,      nd,    nd,     nd,   nd,         nd,  nd,     nd,  nd,       nd,     nd,     nd,      nd,       nd,           nd,              nd,               nd,        nd
2001,lab_Fuhrman_2014,              nd,             nd,   33.55,   -118.4,2001-06-29,    6,  29,      0700,    1700,         316,  14.36247,                    0.17806,           nd,        43,   0,        0,       267,       172,           266,      168,            574,      40,    7.006,     1.472,    5.344, -0.0229,     18,    nd,   0.2049,   0.1635,  903.097,   931.055,1.778815,59.6136, 56.7405,   43,   CMAX,13.150,      nd,    nd,     nd,   nd,         nd,  nd,     nd,  nd,       nd, 10.135,     nd, 154.343,       nd,           nd,              nd,               nd,        nd
2001,lab_Fuhrman_2014,              nd,             nd,   33.55,   -118.4,2001-06-29,    6,  29,      0700,    1700,         316,  14.36247,                    0.17806,           nd,        43,   0,        0,       267,       172,           266,      168,            574,      40,    7.006,     1.472,    5.344, -0.0229,     18,    nd,   0.2049,   0.1635,  903.097,   931.055,1.778815,59.6136, 56.7405,  500,    500, 6.400,      nd,34.363,     nd,   nd,         nd,0.08,  35.32,4.43,   2.2225,110.010,     nd,  18.824,       nd,           nd,              nd,               nd,        nd
2001,lab_Fuhrman_2014,              nd,             nd,   33.55,   -118.4,2001-06-30,    6,  30,      0700,    1700,         317,  14.35676,                    0.15610,           nd,        nd,   0,        0,       294,       178,            -9,      143,             -4,      36,    7.979,     1.130,    5.668, -0.0229,     12,    nd,   0.2049,   0.1635,  903.097,   931.055,1.778815,59.6136, 56.7405,   nd,      5,    nd,      nd,    nd,     nd,   nd,         nd,0.04,   0.59,0.31,   0.2684,     nd,     nd,      nd,       nd,           nd,              nd,               nd,        nd
2001,lab_Fuhrman_2014,              nd,             nd,   33.55,   -118.4,2001-06-30,    6,  30,      0700,    1700,         317,  14.35676,                    0.15610,           nd,        nd,   0,        0,       294,       178,            -9,      143,             -4,      36,    7.979,     1.130,    5.668, -0.0229,     12,    nd,   0.2049,   0.1635,  903.097,   931.055,1.778815,59.6136, 56.7405,   nd,   CMAX,    nd,      nd,    nd,     nd,   nd,         nd,  nd,     nd,  nd,       nd,     nd,     nd,      nd,       nd,           nd,              nd,               nd,        nd
2001,lab_Fuhrman_2014,              nd,             nd,   33.55,   -118.4,2001-06-30,    6,  30,      0700,    1700,         317,  14.35676,                    0.15610,           nd,        nd,   0,        0,       294,       178,            -9,      143,             -4,      36,    7.979,     1.130,    5.668, -0.0229,     12,    nd,   0.2049,   0.1635,  903.097,   931.055,1.778815,59.6136, 56.7405,   nd,    150,    nd,      nd,    nd,     nd,   nd,         nd,0.07,  35.67,3.49,   1.2609,     nd,     nd,      nd,       nd,           nd,              nd,               nd,        nd
2001,lab_Fuhrman_2014,              nd,             nd,   33.55,   -118.4,2001-06-30,    6,  30,      0700,    1700,         317,  14.35676,                    0.15610,           nd,        nd,   0,        0,       294,       178,            -9,      143,             -4,      36,    7.979,     1.130,    5.668, -0.0229,     12,    nd,   0.2049,   0.1635,  903.097,   931.055,1.778815,59.6136, 56.7405,   nd,    500,    nd,      nd,    nd,     nd,   nd,         nd,  nd,     nd,  nd,       nd,     nd,     nd,      nd,       nd,           nd,              nd,               nd,        nd
2001,lab_Fuhrman_2014,MO_SPOT_Jul_2001,   RV_Sea_Watch,   33.55,   -118.4,2001-07-27,    7,  27,      0700,    1700,         344,  13.94730,                   -0.42433,           12,        29,   0,        0,       261,       133,           -51,       58,            -99,      40,   11.085,     0.773,    5.618,  0.0121,     19, 0.223,   0.1989,   0.1957,  975.941,  1023.370,1.439772,56.9286, 77.2094,    5,      5,19.200,  19.227,    nd, 33.584,4.543,   1023.908,0.06,   0.41,0.38,   0.3544,  1.080,  5.705, 233.868,    4.001,        0.512,           5.284,           15.737,   254.791
2001,lab_Fuhrman_2014,MO_SPOT_Jul_2001,   RV_Sea_Watch,   33.55,   -118.4,2001-07-27,    7,  27,      0700,    1700,         344,  13.94730,                   -0.42433,           12,        29,   0,        0,       261,       133,           -51,       58,            -99,      40,   11.085,     0.773,    5.618,  0.0121,     19, 0.223,   0.1989,   0.1957,  975.941,  1023.370,1.439772,56.9286, 77.2094,   29,   CMAX,10.530,  12.851,    nd, 33.516,3.928,   1025.403,  nd,   0.37,  nd,       nd,  3.608,  6.171, 251.437,    4.367,        0.423,           5.999,           11.869,   275.612
2001,lab_Fuhrman_2014,MO_SPOT_Jul_2001,   RV_Sea_Watch,   33.55,   -118.4,2001-07-27,    7,  27,      0700,    1700,         344,  13.94730,                   -0.42433,           12,        29,   0,        0,       261,       133,           -51,       58,            -99,      40,   11.085,     0.773,    5.618,  0.0121,     19, 0.223,   0.1989,   0.1957,  975.941,  1023.370,1.439772,56.9286, 77.2094,  150,    150, 9.150,   9.245,    nd, 34.073,3.655,   1027.041,0.04,  25.66,2.38,   0.7763, 29.315,  2.450,  99.801,    1.678,        0.134,           6.463,            8.678,   109.397
2001,lab_Fuhrman_2014,MO_SPOT_Jul_2001,   RV_Sea_Watch,   33.55,   -118.4,2001-07-27,    7,  27,      0700,    1700,         344,  13.94730,                   -0.42433,           12,        29,   0,        0,       261,       133,           -51,       58,            -99,      40,   11.085,     0.773,    5.618,  0.0121,     19, 0.223,   0.1989,   0.1957,  975.941,  1023.370,1.439772,56.9286, 77.2094,  500,    500, 6.900,   6.649,    nd, 34.302,3.456,   1029.225,0.03,  37.80,3.81,   1.4475, 69.880,  0.447,  18.212,    0.301,        0.023,           6.848,            7.087,    19.963
